County,STI_Disease,Year,Cases,Rate,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,H_MALE,H_FEMALE
Defiance,Chlaydia,2023,1008,731.1,139629,69920,69709,53053,48835,11550,13069,3942,4376
Defiance,Chlaydia,2024,614,445.2,140181,70196,69985,53262,49028,11596,13121,3958,4394
Defiance,Gonorrhoea,2020,256,185.7,137974,69091,68883,52424,48256,11414,12915,3896,4325
Defiance,Gonorrhoea,2021,266,192.8,138525,69367,69158,52633,48449,11459,12966,3911,4342
Defiance,Gonorrhoea,2022,277,201.2,139077,69643,69434,52843,48642,11505,13018,3927,4359
Defiance,Gonorrhoea,2023,374,271.4,139629,69920,69709,53053,48835,11550,13069,3942,4376
Defiance,Gonorrhoea,2024,238,173.1,140181,70196,69985,53262,49028,11596,13121,3958,4394
Defiance,Syphillis,2020,24,17.6,137974,69091,68883,52424,48256,11414,12915,3896,4325
Defiance,Syphillis,2021,29,21.6,138525,69367,69158,52633,48449,11459,12966,3911,4342
Defiance,Syphillis,2022,36,26.3,139077,69643,69434,52843,48642,11505,13018,3927,4359
Defiance,Syphillis,2023,36,26.5,139629,69920,69709,53053,48835,11550,13069,3942,4376
Defiance,Syphillis,2024,21,15.8,140181,70196,69985,53262,49028,11596,13121,3958,4394
Delaware,Chlaydia,2020,291,339.4,85787,43100,42687,39367,30583,7598,3116,2579,1784
Delaware,Chlaydia,2021,341,398.1,86130,43272,42857,39524,30705,7628,3128,2589,1791
Delaware,Chlaydia,2022,342,398.7,86473,43444,43028,39681,30827,7658,3140,2599,1798
Delaware,Chlaydia,2023,281,328.0,86816,43617,43199,39839,30949,7689,3153,2609,1805
Delaware,Chlaydia,2024,244,284.8,87159,43789,43369,39996,31072,7719,3165,2620,1812
Delaware,Gonorrhoea,2020,91,106.1,85787,43100,42687,39367,30583,7598,3116,2579,1784
Delaware,Gonorrhoea,2021,77,90.9,86130,43272,42857,39524,30705,7628,3128,2589,1791
Delaware,Gonorrhoea,2022,134,157.0,86473,43444,43028,39681,30827,7658,3140,2599,1798
Delaware,Gonorrhoea,2023,87,101.7,86816,43617,43199,39839,30949,7689,3153,2609,1805
Delaware,Gonorrhoea,2024,86,100.6,87159,43789,43369,39996,31072,7719,3165,2620,1812
Delaware,Syphillis,2020,10,12.6,85787,43100,42687,39367,30583,7598,3116,2579,1784
Delaware,Syphillis,2021,10,12.6,86130,43272,42857,39524,30705,7628,3128,2589,1791
Delaware,Syphillis,2022,10,12.1,86473,43444,43028,39681,30827,7658,3140,2599,1798
Delaware,Syphillis,2023,13,16.0,86816,43617,43199,39839,30949,7689,3153,2609,1805
Delaware,Syphillis,2024,9,10.7,87159,43789,43369,39996,31072,7719,3165,2620,1812
Erie,Chlaydia,2020,719,493.6,145757,72468,73289,56826,62316,8662,10013,2070,4473
Erie,Chlaydia,2021,512,351.7,146340,72757,73582,57053,62565,8696,10053,2078,4490
Erie,Chlaydia,2022,448,307.8,146923,73047,73875,57280,62814,8731,10093,2086,4508
Erie,Chlaydia,2023,874,599.9,147506,73337,74168,57507,63063,8765,10133,2094,4526
Erie,Chlaydia,2024,732,502.5,148089,73627,74461,57735,63313,8800,10173,2103,4544
Erie,Gonorrhoea,2020,223,153.6,145757,72468,73289,56826,62316,8662,10013,2070,4473
Erie,Gonorrhoea,2021,297,204.3,146340,72757,73582,57053,62565,8696,10053,2078,4490
Erie,Gonorrhoea,2022,191,131.7,146923,73047,73875,57280,62814,8731,10093,2086,4508
Erie,Gonorrhoea,2023,213,146.2,147506,73337,74168,57507,63063,8765,10133,2094,4526
Erie,Gonorrhoea,2024,253,174.1,148089,73627,74461,57735,63313,8800,10173,2103,4544
Erie,Syphillis,2020,31,21.9,145757,72468,73289,56826,62316,8662,10013,2070,4473
Erie,Syphillis,2021,18,12.9,146340,72757,73582,57053,62565,8696,10053,2078,4490
Erie,Syphillis,2022,33,23.3,146923,73047,73875,57280,62814,8731,10093,2086,4508
Erie,Syphillis,2023,38,26.7,147506,73337,74168,57507,63063,8765,10133,2094,4526
Erie,Syphillis,2024,36,25.1,148089,73627,74461,57735,63313,8800,10173,2103,4544
Fairfield,Chlaydia,2020,525,520.3,100926,50771,50155,44204,37647,9158,3199,1279,1507
Fairfield,Chlaydia,2021,352,349.6,101329,50974,50355,44380,37797,9194,3211,1284,1513
Fairfield,Chlaydia,2022,360,357.6,101733,51177,50556,44557,37948,9231,3224,1289,1519
Fairfield,Chlaydia,2023,383,379.5,102137,51380,50756,44734,38098,9267,3237,1294,1525
Fairfield,Chlaydia,2024,373,369.7,102540,51583,50957,44911,38249,9304,3250,1299,1531
Fairfield,Gonorrhoea,2020,168,166.5,100926,50771,50155,44204,37647,9158,3199,1279,1507
Fairfield,Gonorrhoea,2021,155,153.6,101329,50974,50355,44380,37797,9194,3211,1284,1513
Fairfield,Gonorrhoea,2022,248,246.3,101733,51177,50556,44557,37948,9231,3224,1289,1519
Fairfield,Gonorrhoea,2023,189,187.6,102137,51380,50756,44734,38098,9267,3237,1294,1525
Fairfield,Gonorrhoea,2024,146,145.1,102540,51583,50957,44911,38249,9304,3250,1299,1531
Fairfield,Syphillis,2020,27,27.2,100926,50771,50155,44204,37647,9158,3199,1279,1507
Fairfield,Syphillis,2021,20,19.9,101329,50974,50355,44380,37797,9194,3211,1284,1513
Fairfield,Syphillis,2022,28,27.9,101733,51177,50556,44557,37948,9231,3224,1289,1519
Fairfield,Syphillis,2023,16,16.6,102137,51380,50756,44734,38098,9267,3237,1294,1525
Fairfield,Syphillis,2024,20,20.7,102540,51583,50957,44911,38249,9304,3250,1299,1531
Fayette,Chlaydia,2020,96,323.8,29703,14807,14896,12561,11729,2800,1958,255,619
Fayette,Chlaydia,2021,92,312.6,29821,14866,14955,12611,11775,2811,1965,256,621
Fayette,Chlaydia,2022,114,384.0,29940,14925,15015,12661,11822,2822,1973,257,623
Fayette,Chlaydia,2023,116,392.3,30059,14984,15074,12711,11869,2833,1981,258,626
Fayette,Chlaydia,2024,117,395.4,30178,15043,15134,12761,11916,2844,1989,259,628
Fayette,Gonorrhoea,2020,37,124.8,29703,14807,14896,12561,11729,2800,1958,255,619
Fayette,Gonorrhoea,2021,46,155.2,29821,14866,14955,12611,11775,2811,1965,256,621
Fayette,Gonorrhoea,2022,42,143.5,29940,14925,15015,12661,11822,2822,1973,257,623
Fayette,Gonorrhoea,2023,49,166.6,30059,14984,15074,12711,11869,2833,1981,258,626
Fayette,Gonorrhoea,2024,27,93.3,30178,15043,15134,12761,11916,2844,1989,259,628
Fayette,Syphillis,2020,6,20.9,29703,14807,14896,12561,11729,2800,1958,255,619
Fayette,Syphillis,2021,3,13.3,29821,14866,14955,12611,11775,2811,1965,256,621
Fayette,Syphillis,2022,4,15.6,29940,14925,15015,12661,11822,2822,1973,257,623
Fayette,Syphillis,2023,6,20.7,30059,14984,15074,12711,11869,2833,1981,258,626
Fayette,Syphillis,2024,5,18.7,30178,15043,15134,12761,11916,2844,1989,259,628
Franklin,Chlaydia,2020,8824,668.5,1320000,655705,664295,563809,594405,99001,124049,38851,56547
Franklin,Chlaydia,2021,7576,574.0,1325280,658327,666952,566064,596782,99397,124545,39006,56773
Franklin,Chlaydia,2022,7139,540.9,1330560,660950,669609,568319,599160,99793,125041,39161,56999
Franklin,Chlaydia,2023,8564,648.8,1335840,663573,672266,570574,601537,100189,125537,39317,57225
Franklin,Chlaydia,2024,10369,785.6,1341120,666196,674923,572829,603915,100585,126033,39472,57451
Franklin,Gonorrhoea,2020,2713,205.6,1320000,655705,664295,563809,594405,99001,124049,38851,56547
Franklin,Gonorrhoea,2021,4206,318.7,1325280,658327,666952,566064,596782,99397,124545,39006,56773
Franklin,Gonorrhoea,2022,2576,195.2,1330560,660950,669609,568319,599160,99793,125041,39161,56999
Franklin,Gonorrhoea,2023,3286,249.0,1335840,663573,672266,570574,601537,100189,125537,39317,57225
Franklin,Gonorrhoea,2024,2815,213.3,1341120,666196,674923,572829,603915,100585,126033,39472,57451
Franklin,Syphillis,2020,469,35.6,1320000,655705,664295,563809,594405,99001,124049,38851,56547
Franklin,Syphillis,2021,311,23.6,1325280,658327,666952,566064,596782,99397,124545,39006,56773
Franklin,Syphillis,2022,407,30.9,1330560,660950,669609,568319,599160,99793,125041,39161,56999
Franklin,Syphillis,2023,460,34.9,1335840,663573,672266,570574,601537,100189,125537,39317,57225
Franklin,Syphillis,2024,407,30.9,1341120,666196,674923,572829,603915,100585,126033,39472,57451
Fulton,Chlaydia,2020,339,244.9,138785,69499,69286,57761,52726,15067,15070,3698,5118
Fulton,Chlaydia,2021,512,369.6,139340,69776,69563,57992,52936,15127,15130,3712,5138
Fulton,Chlaydia,2022,323,233.3,139895,70054,69840,58223,53147,15187,15190,3727,5158
Fulton,Chlaydia,2023,332,239.5,140450,70332,70117,58454,53358,15247,15250,3742,5179
Fulton,Chlaydia,2024,345,249.1,141005,70610,70394,58685,53569,15308,15311,3757,5199
Fulton,Gonorrhoea,2020,167,120.6,138785,69499,69286,57761,52726,15067,15070,3698,5118
Fulton,Gonorrhoea,2021,182,131.8,139340,69776,69563,57992,52936,15127,15130,3712,5138
Fulton,Gonorrhoea,2022,146,105.9,139895,70054,69840,58223,53147,15187,15190,3727,5158
Fulton,Gonorrhoea,2023,211,152.2,140450,70332,70117,58454,53358,15247,15250,3742,5179
Fulton,Gonorrhoea,2024,228,164.5,141005,70610,70394,58685,53569,15308,15311,3757,5199
Fulton,Syphillis,2020,21,15.6,138785,69499,69286,57761,52726,15067,15070,3698,5118
Fulton,Syphillis,2021,25,18.2,139340,69776,69563,57992,52936,15127,15130,3712,5138
Fulton,Syphillis,2022,20,15.0,139895,70054,69840,58223,53147,15187,15190,3727,5158
Fulton,Syphillis,2023,21,15.3,140450,70332,70117,58454,53358,15247,15250,3742,5179
Fulton,Syphillis,2024,25,18.6,141005,70610,70394,58685,53569,15308,15311,3757,5199
Gallia,Chlaydia,2020,507,432.8,117194,57594,59600,42195,43374,8343,8169,3857,2412
Gallia,Chlaydia,2021,599,511.7,117662,57824,59838,42363,43547,8376,8201,3872,2421
Gallia,Chlaydia,2022,530,452.8,118131,58054,60076,42532,43720,8409,8234,3887,2431
Gallia,Chlaydia,2023,597,510.0,118600,58285,60315,42701,43894,8443,8267,3903,2440
Gallia,Chlaydia,2024,577,492.4,119069,58515,60553,42870,44067,8476,8299,3918,2450
Gallia,Gonorrhoea,2020,189,161.9,117194,57594,59600,42195,43374,8343,8169,3857,2412
Gallia,Gonorrhoea,2021,196,167.5,117662,57824,59838,42363,43547,8376,8201,3872,2421
Gallia,Gonorrhoea,2022,190,162.4,118131,58054,60076,42532,43720,8409,8234,3887,2431
Gallia,Gonorrhoea,2023,169,144.8,118600,58285,60315,42701,43894,8443,8267,3903,2440
Gallia,Gonorrhoea,2024,272,232.3,119069,58515,60553,42870,44067,8476,8299,3918,2450
Gallia,Syphillis,2020,17,14.9,117194,57594,59600,42195,43374,8343,8169,3857,2412
Gallia,Syphillis,2021,21,18.5,117662,57824,59838,42363,43547,8376,8201,3872,2421
Gallia,Syphillis,2022,22,19.6,118131,58054,60076,42532,43720,8409,8234,3887,2431
Gallia,Syphillis,2023,16,13.8,118600,58285,60315,42701,43894,8443,8267,3903,2440
Gallia,Syphillis,2024,29,25.1,119069,58515,60553,42870,44067,8476,8299,3918,2450
Geauga,Chlaydia,2020,274,272.1,100842,50259,50583,39723,45129,10465,5290,4184,714
Geauga,Chlaydia,2021,289,287.5,101245,50460,50785,39881,45309,10506,5311,4200,716
Geauga,Chlaydia,2022,446,443.0,101648,50661,50987,40040,45490,10548,5332,4217,719
Geauga,Chlaydia,2023,373,370.8,102052,50862,51189,40199,45670,10590,5353,4234,722
Geauga,Chlaydia,2024,287,285.2,102455,51063,51392,40358,45851,10632,5374,4250,725
Geauga,Gonorrhoea,2020,136,135.3,100842,50259,50583,39723,45129,10465,5290,4184,714
Geauga,Gonorrhoea,2021,168,167.4,101245,50460,50785,39881,45309,10506,5311,4200,716
Geauga,Gonorrhoea,2022,165,164.3,101648,50661,50987,40040,45490,10548,5332,4217,719
Geauga,Gonorrhoea,2023,160,159.6,102052,50862,51189,40199,45670,10590,5353,4234,722
Geauga,Gonorrhoea,2024,177,176.2,102455,51063,51392,40358,45851,10632,5374,4250,725
Geauga,Syphillis,2020,14,14.1,100842,50259,50583,39723,45129,10465,5290,4184,714
Geauga,Syphillis,2021,21,21.3,101245,50460,50785,39881,45309,10506,5311,4200,716
Geauga,Syphillis,2022,13,13.3,101648,50661,50987,40040,45490,10548,5332,4217,719
Geauga,Syphillis,2023,17,17.0,102052,50862,51189,40199,45670,10590,5353,4234,722
Geauga,Syphillis,2024,17,17.0,102455,51063,51392,40358,45851,10632,5374,4250,725
Greene,Chlaydia,2020,266,387.0,68758,34684,34074,24978,27828,3303,3772,783,1190
Greene,Chlaydia,2021,209,304.6,69033,34822,34210,25077,27939,3316,3787,786,1194
Greene,Chlaydia,2022,197,287.3,69308,34961,34346,25177,28050,3329,3802,789,1199
Greene,Chlaydia,2023,226,329.3,69583,35100,34482,25277,28161,3342,3817,792,1204
Greene,Chlaydia,2024,276,402.1,69858,35238,34619,25377,28273,3355,3832,795,1209
Greene,Gonorrhoea,2020,82,120.1,68758,34684,34074,24978,27828,3303,3772,783,1190
Greene,Gonorrhoea,2021,91,133.5,69033,34822,34210,25077,27939,3316,3787,786,1194
Greene,Gonorrhoea,2022,105,153.9,69308,34961,34346,25177,28050,3329,3802,789,1199
Greene,Gonorrhoea,2023,108,157.5,69583,35100,34482,25277,28161,3342,3817,792,1204
Greene,Gonorrhoea,2024,82,119.5,69858,35238,34619,25377,28273,3355,3832,795,1209
Greene,Syphillis,2020,8,12.3,68758,34684,34074,24978,27828,3303,3772,783,1190
Greene,Syphillis,2021,14,21.0,69033,34822,34210,25077,27939,3316,3787,786,1194
Greene,Syphillis,2022,14,20.9,69308,34961,34346,25177,28050,3329,3802,789,1199
Greene,Syphillis,2023,8,12.8,69583,35100,34482,25277,28161,3342,3817,792,1204
Greene,Syphillis,2024,11,17.0,69858,35238,34619,25377,28273,3355,3832,795,1209
Guernsey,Chlaydia,2020,384,454.8,84443,41173,43270,33645,32479,5424,6646,1578,1807
Guernsey,Chlaydia,2021,341,404.3,84780,41337,43443,33779,32608,5445,6672,1584,1814
Guernsey,Chlaydia,2022,377,446.9,85118,41502,43616,33914,32738,5467,6699,1590,1821
Guernsey,Chlaydia,2023,372,441.0,85456,41667,43789,34048,32868,5489,6725,1596,1828
Guernsey,Chlaydia,2024,516,611.9,85794,41831,43962,34183,32998,5510,6752,1603,1835
Guernsey,Gonorrhoea,2020,197,234.0,84443,41173,43270,33645,32479,5424,6646,1578,1807
Guernsey,Gonorrhoea,2021,175,207.8,84780,41337,43443,33779,32608,5445,6672,1584,1814
Guernsey,Gonorrhoea,2022,150,178.4,85118,41502,43616,33914,32738,5467,6699,1590,1821
Guernsey,Gonorrhoea,2023,140,166.5,85456,41667,43789,34048,32868,5489,6725,1596,1828
Guernsey,Gonorrhoea,2024,119,141.2,85794,41831,43962,34183,32998,5510,6752,1603,1835
Guernsey,Syphillis,2020,20,24.5,84443,41173,43270,33645,32479,5424,6646,1578,1807
Guernsey,Syphillis,2021,20,24.7,84780,41337,43443,33779,32608,5445,6672,1584,1814
Guernsey,Syphillis,2022,18,22.0,85118,41502,43616,33914,32738,5467,6699,1590,1821
Guernsey,Syphillis,2023,15,18.4,85456,41667,43789,34048,32868,5489,6725,1596,1828
Guernsey,Syphillis,2024,19,22.6,85794,41831,43962,34183,32998,5510,6752,1603,1835
Hamilton,Chlaydia,2020,3710,447.1,830000,418456,411544,352338,301452,16972,29299,9992,9148
Hamilton,Chlaydia,2021,5660,682.0,833320,420129,413190,353747,302657,17039,29416,10031,9184
Hamilton,Chlaydia,2022,5292,637.6,836640,421803,414836,355156,303863,17107,29533,10071,9221
Hamilton,Chlaydia,2023,5888,709.4,839960,423477,416482,356566,305069,17175,29650,10111,9257
Hamilton,Chlaydia,2024,6475,780.2,843280,425151,418128,357975,306275,17243,29767,10151,9294
Hamilton,Gonorrhoea,2020,1762,212.3,830000,418456,411544,352338,301452,16972,29299,9992,9148
Hamilton,Gonorrhoea,2021,1854,223.4,833320,420129,413190,353747,302657,17039,29416,10031,9184
Hamilton,Gonorrhoea,2022,1971,237.5,836640,421803,414836,355156,303863,17107,29533,10071,9221
Hamilton,Gonorrhoea,2023,2508,302.2,839960,423477,416482,356566,305069,17175,29650,10111,9257
Hamilton,Gonorrhoea,2024,1962,236.5,843280,425151,418128,357975,306275,17243,29767,10151,9294
Hamilton,Syphillis,2020,223,26.9,830000,418456,411544,352338,301452,16972,29299,9992,9148
Hamilton,Syphillis,2021,205,24.7,833320,420129,413190,353747,302657,17039,29416,10031,9184
Hamilton,Syphillis,2022,245,29.6,836640,421803,414836,355156,303863,17107,29533,10071,9221
Hamilton,Syphillis,2023,201,24.3,839960,423477,416482,356566,305069,17175,29650,10111,9257
Hamilton,Syphillis,2024,232,28.0,843280,425151,418128,357975,306275,17243,29767,10151,9294
Hancock,Chlaydia,2020,302,552.2,54793,27210,27583,24759,23792,767,5566,1516,691
Hancock,Chlaydia,2021,284,519.4,55012,27318,27693,24858,23887,770,5588,1522,693
Hancock,Chlaydia,2022,333,609.3,55231,27427,27803,24957,23982,773,5610,1528,696
Hancock,Chlaydia,2023,240,439.5,55450,27536,27913,25056,24077,776,5632,1534,699
Hancock,Chlaydia,2024,238,435.6,55669,27645,28024,25155,24172,779,5655,1540,702
Hancock,Gonorrhoea,2020,95,174.0,54793,27210,27583,24759,23792,767,5566,1516,691
Hancock,Gonorrhoea,2021,88,161.4,55012,27318,27693,24858,23887,770,5588,1522,693
Hancock,Gonorrhoea,2022,96,176.7,55231,27427,27803,24957,23982,773,5610,1528,696
Hancock,Gonorrhoea,2023,116,212.5,55450,27536,27913,25056,24077,776,5632,1534,699
Hancock,Gonorrhoea,2024,91,166.2,55669,27645,28024,25155,24172,779,5655,1540,702
Hancock,Syphillis,2020,9,17.8,54793,27210,27583,24759,23792,767,5566,1516,691
Hancock,Syphillis,2021,10,18.9,55012,27318,27693,24858,23887,770,5588,1522,693
Hancock,Syphillis,2022,12,23.7,55231,27427,27803,24957,23982,773,5610,1528,696
Hancock,Syphillis,2023,13,24.7,55450,27536,27913,25056,24077,776,5632,1534,699
Hancock,Syphillis,2024,7,13.9,55669,27645,28024,25155,24172,779,5655,1540,702
Hardin,Chlaydia,2020,175,334.9,52312,26065,26247,23502,20164,3941,4000,529,1750
Hardin,Chlaydia,2021,125,239.4,52521,26169,26351,23596,20244,3956,4016,531,1757
Hardin,Chlaydia,2022,218,417.1,52730,26273,26456,23690,20325,3972,4032,533,1764
Hardin,Chlaydia,2023,237,453.6,52939,26377,26561,23784,20405,3988,4048,535,1771
Hardin,Chlaydia,2024,162,310.5,53148,26482,26666,23878,20486,4004,4064,537,1778
Hardin,Gonorrhoea,2020,45,86.8,52312,26065,26247,23502,20164,3941,4000,529,1750
Hardin,Gonorrhoea,2021,80,154.7,52521,26169,26351,23596,20244,3956,4016,531,1757
Hardin,Gonorrhoea,2022,74,141.8,52730,26273,26456,23690,20325,3972,4032,533,1764
Hardin,Gonorrhoea,2023,79,152.6,52939,26377,26561,23784,20405,3988,4048,535,1771
Hardin,Gonorrhoea,2024,52,100.2,53148,26482,26666,23878,20486,4004,4064,537,1778
Hardin,Syphillis,2020,7,14.2,52312,26065,26247,23502,20164,3941,4000,529,1750
Hardin,Syphillis,2021,8,16.5,52521,26169,26351,23596,20244,3956,4016,531,1757
Hardin,Syphillis,2022,8,16.0,52730,26273,26456,23690,20325,3972,4032,533,1764
Hardin,Syphillis,2023,9,17.4,52939,26377,26561,23784,20405,3988,4048,535,1771
Hardin,Syphillis,2024,6,12.3,53148,26482,26666,23878,20486,4004,4064,537,1778
Harrison,Chlaydia,2020,626,491.3,127595,62345,65250,53144,54643,12502,10716,841,2554
Harrison,Chlaydia,2021,713,559.5,128105,62594,65511,53356,54861,12552,10758,844,2564
Harrison,Chlaydia,2022,487,381.7,128615,62843,65772,53569,55080,12602,10801,847,2574
Harrison,Chlaydia,2023,805,631.4,129126,63093,66033,53781,55298,12652,10844,851,2584
Harrison,Chlaydia,2024,578,453.4,129636,63342,66294,53994,55517,12702,10887,854,2594
Harrison,Gonorrhoea,2020,242,190.1,127595,62345,65250,53144,54643,12502,10716,841,2554
Harrison,Gonorrhoea,2021,272,213.9,128105,62594,65511,53356,54861,12552,10758,844,2564
Harrison,Gonorrhoea,2022,251,197.3,128615,62843,65772,53569,55080,12602,10801,847,2574
Harrison,Gonorrhoea,2023,189,148.7,129126,63093,66033,53781,55298,12652,10844,851,2584
Harrison,Gonorrhoea,2024,235,184.5,129636,63342,66294,53994,55517,12702,10887,854,2594
Harrison,Syphillis,2020,19,15.4,127595,62345,65250,53144,54643,12502,10716,841,2554
Harrison,Syphillis,2021,25,19.7,128105,62594,65511,53356,54861,12552,10758,844,2564
Harrison,Syphillis,2022,33,26.4,128615,62843,65772,53569,55080,12602,10801,847,2574
Harrison,Syphillis,2023,21,17.2,129126,63093,66033,53781,55298,12652,10844,851,2584
Harrison,Syphillis,2024,19,15.3,129636,63342,66294,53994,55517,12702,10887,854,2594
Henry,Chlaydia,2020,255,479.5,53353,26355,26998,21424,23834,1010,5456,1985,2180
Henry,Chlaydia,2021,255,478.1,53566,26460,27105,21509,23929,1014,5477,1992,2188
Henry,Chlaydia,2022,217,407.5,53779,26565,27213,21595,24024,1018,5499,2000,2197
Henry,Chlaydia,2023,206,386.8,53993,26671,27321,21681,24120,1022,5521,2008,2206
Henry,Chlaydia,2024,279,524.0,54206,26776,27429,21766,24215,1026,5543,2016,2214
Henry,Gonorrhoea,2020,78,146.3,53353,26355,26998,21424,23834,1010,5456,1985,2180
Henry,Gonorrhoea,2021,111,209.5,53566,26460,27105,21509,23929,1014,5477,1992,2188
Henry,Gonorrhoea,2022,135,254.8,53779,26565,27213,21595,24024,1018,5499,2000,2197
Henry,Gonorrhoea,2023,119,224.3,53993,26671,27321,21681,24120,1022,5521,2008,2206
Henry,Gonorrhoea,2024,92,173.7,54206,26776,27429,21766,24215,1026,5543,2016,2214
Henry,Syphillis,2020,9,18.5,53353,26355,26998,21424,23834,1010,5456,1985,2180
Henry,Syphillis,2021,14,26.3,53566,26460,27105,21509,23929,1014,5477,1992,2188
Henry,Syphillis,2022,14,27.8,53779,26565,27213,21595,24024,1018,5499,2000,2197
Henry,Syphillis,2023,9,17.6,53993,26671,27321,21681,24120,1022,5521,2008,2206
Henry,Syphillis,2024,13,24.5,54206,26776,27429,21766,24215,1026,5543,2016,2214
Highland,Chlaydia,2020,394,322.7,122104,60741,61363,43357,54249,7286,7806,3678,3436
Highland,Chlaydia,2021,587,480.8,122592,60983,61608,43530,54465,7315,7837,3692,3449
Highland,Chlaydia,2022,602,493.6,123080,61226,61853,43703,54682,7344,7868,3707,3463
Highland,Chlaydia,2023,541,443.6,123569,61469,62099,43877,54899,7373,7899,3722,3477
Highland,Chlaydia,2024,705,578.1,124057,61712,62344,44050,55116,7402,7930,3736,3490
Highland,Gonorrhoea,2020,223,183.1,122104,60741,61363,43357,54249,7286,7806,3678,3436
Highland,Gonorrhoea,2021,264,216.8,122592,60983,61608,43530,54465,7315,7837,3692,3449
Highland,Gonorrhoea,2022,196,161.0,123080,61226,61853,43703,54682,7344,7868,3707,3463
Highland,Gonorrhoea,2023,258,211.6,123569,61469,62099,43877,54899,7373,7899,3722,3477
Highland,Gonorrhoea,2024,166,136.1,124057,61712,62344,44050,55116,7402,7930,3736,3490
Highland,Syphillis,2020,28,23.1,122104,60741,61363,43357,54249,7286,7806,3678,3436
Highland,Syphillis,2021,26,21.7,122592,60983,61608,43530,54465,7315,7837,3692,3449
Highland,Syphillis,2022,21,17.7,123080,61226,61853,43703,54682,7344,7868,3707,3463
Highland,Syphillis,2023,23,19.2,123569,61469,62099,43877,54899,7373,7899,3722,3477
Highland,Syphillis,2024,34,28.1,124057,61712,62344,44050,55116,7402,7930,3736,3490
Hocking,Chlaydia,2020,412,348.7,118165,58928,59237,53965,47702,3326,2782,3964,5064
Hocking,Chlaydia,2021,327,277.2,118637,59163,59473,54180,47892,3339,2793,3979,5084
Hocking,Chlaydia,2022,328,277.6,119110,59399,59710,54396,48083,3352,2804,3995,5104
Hocking,Chlaydia,2023,390,330.2,119582,59635,59947,54612,48274,3365,2815,4011,5124
Hocking,Chlaydia,2024,340,288.5,120055,59870,60184,54828,48465,3379,2826,4027,5145
Hocking,Gonorrhoea,2020,168,143.0,118165,58928,59237,53965,47702,3326,2782,3964,5064
Hocking,Gonorrhoea,2021,147,125.2,118637,59163,59473,54180,47892,3339,2793,3979,5084
Hocking,Gonorrhoea,2022,162,137.1,119110,59399,59710,54396,48083,3352,2804,3995,5104
Hocking,Gonorrhoea,2023,134,113.6,119582,59635,59947,54612,48274,3365,2815,4011,5124
Hocking,Gonorrhoea,2024,183,155.4,120055,59870,60184,54828,48465,3379,2826,4027,5145
Hocking,Syphillis,2020,12,11.0,118165,58928,59237,53965,47702,3326,2782,3964,5064
Hocking,Syphillis,2021,15,12.9,118637,59163,59473,54180,47892,3339,2793,3979,5084
Hocking,Syphillis,2022,15,12.7,119110,59399,59710,54396,48083,3352,2804,3995,5104
Hocking,Syphillis,2023,14,12.1,119582,59635,59947,54612,48274,3365,2815,4011,5124
Hocking,Syphillis,2024,21,18.3,120055,59870,60184,54828,48465,3379,2826,4027,5145
Holmes,Chlaydia,2020,309,317.6,97342,47562,49780,36367,35969,4070,3938,2172,3355
Holmes,Chlaydia,2021,412,423.5,97731,47752,49979,36512,36112,4086,3953,2180,3368
Holmes,Chlaydia,2022,322,331.2,98120,47942,50178,36657,36256,4102,3969,2189,3381
Holmes,Chlaydia,2023,406,417.2,98510,48132,50377,36803,36400,4118,3985,2198,3395
Holmes,Chlaydia,2024,317,325.7,98899,48322,50576,36948,36544,4135,4001,2206,3408
Holmes,Gonorrhoea,2020,127,130.9,97342,47562,49780,36367,35969,4070,3938,2172,3355
Holmes,Gonorrhoea,2021,104,107.2,97731,47752,49979,36512,36112,4086,3953,2180,3368
Holmes,Gonorrhoea,2022,144,148.5,98120,47942,50178,36657,36256,4102,3969,2189,3381
Holmes,Gonorrhoea,2023,133,136.7,98510,48132,50377,36803,36400,4118,3985,2198,3395
Holmes,Gonorrhoea,2024,98,101.1,98899,48322,50576,36948,36544,4135,4001,2206,3408
Holmes,Syphillis,2020,13,13.8,97342,47562,49780,36367,35969,4070,3938,2172,3355
Holmes,Syphillis,2021,11,11.4,97731,47752,49979,36512,36112,4086,3953,2180,3368
Holmes,Syphillis,2022,13,14.1,98120,47942,50178,36657,36256,4102,3969,2189,3381
Holmes,Syphillis,2023,14,14.7,98510,48132,50377,36803,36400,4118,3985,2198,3395
Holmes,Syphillis,2024,10,10.7,98899,48322,50576,36948,36544,4135,4001,2206,3408
Huron,Chlaydia,2020,232,590.9,39390,19393,19997,14916,15223,4113,503,482,1028
Huron,Chlaydia,2021,171,434.4,39547,19470,20076,14975,15283,4129,505,483,1032
Huron,Chlaydia,2022,234,594.7,39705,19548,20156,15035,15344,4145,507,485,1036
Huron,Chlaydia,2023,193,490.7,39862,19625,20236,15094,15405,4162,509,487,1040
Huron,Chlaydia,2024,138,350.8,40020,19703,20316,15154,15466,4178,511,489,1044
Huron,Gonorrhoea,2020,89,226.5,39390,19393,19997,14916,15223,4113,503,482,1028
Huron,Gonorrhoea,2021,99,252.4,39547,19470,20076,14975,15283,4129,505,483,1032
Huron,Gonorrhoea,2022,113,289.0,39705,19548,20156,15035,15344,4145,507,485,1036
